story,highlights
"['secretary of state hillary clinton was hospitalized sunday after doctors discovered a blood clot during a followup exam related to a concussion she suffered this month her spokesman said', 'she is expected to remain at new york presbyterian hospital for the next hours so doctors can monitor her condition and treat her with anticoagulants said philippe reines deputy assistant secretary of state', 'her']","['the clot was discovered in a followup exam related to her concussion', 'clinton is expected to remain ']"
"['while most people can appreciate the grace and athleticism of ballet dressage the precision art of horse riding and training remains a puzzling spectacle to all but a few', 'a new performance by the international equestrian federation fei aims to show that these two art forms are not so different', 'for the launch of the flagship fei world cup finals in lyon france the organizing body assembled the f']","['what happens when the worlds of dressage and ballet collide', 'new performance aims to highlight simil']"
"['much has been said about kim kardashian in the weeks leading up to her wedding and now the reality star is speaking for herself', 'the opened up wednesday on topics ranging from the truth about her wedding dress to racism', 'for starters she posted may she and fiance kanye west arent married yet despite speculation earlier in the week that the two had secured a marriage license', 'theyre also not going']","['kim kardashian shared multiple thoughts on may', 'some of it dispelled wedding rumors others touched o']"
"['the bill and melinda gates foundation announced wednesday it will donate million to help fight the ebola outbreak in west africa', 'more than people have died in guinea liberia and sierra leone where the outbreak has been concentrated cases have also been reported in nearby nigeria and senegal', 'the foundation says the money will be used to enable international aid organizations and national governm']","['bill and melinda gates foundation joins fight of ebola outbreak in west africa', 'more than people hav']"
"['gary johnson and virgil goode have no chance of winning the november presidential election but the two thirdparty candidates could have an impact on who does', 'together johnson of the libertarian party and goode of the constitution party are in position to siphon a few thousand votes from republican mitt romney and perhaps president barack obama in some of the handful of battleground states consid']","['thirdparty candidates could impact close races in swing states', 'cnns polling director says there is ']"
"['with the rollout of healthcaregov the portal for enrollment in the new obamacare health care exchanges getting hammered by critics and users cnns dr sanjay gupta sat down with health and human services secretary kathleen sebelius for an exclusive interview', 'here are guptas takeaways from the interview', 'full speed ahead', 'i was surprised to learn just how extensive the concerns were before the octo']","['sebelius said they pressed on with rollout because they didnt want to delay access to health care', 'f']"
"['in less than a week turkey will hold its first direct presidential election yet the mood about the country can hardly be described as electric', 'this is strange given the usual excitement around elections in turkey the historic importance of this poll and the exceptionally high level of sociopolitical tensions in recent years', 'besides the summer heat and the muslim fasting month of ramadan the rel']","['karabekir akkoyunlu says turkey has excessively centralized political architecture', 'that has allowed']"
"['the first time it happened almost by accident', 'just hours after delivery a baby born with hiv in mississippi was given high doses of three antiretroviral drugs more than three years later doctors say the little girl has no evidence of the lifethreatening disease in her blood despite being off medication for nearly two years', 'now doctors say another child born with the virus appears to be free of ']","['baby born with hiv in california appears to be free of the virus', 'she was given high doses of three ']"
"['decades ago when the department of defense was creating the predecessor to todays internet one of the main goals was to create a communications system that could endure catastrophic disasters', 'the internet was designed to have no central point of failure allowing anyone to run his or her own communications channel this was a system that could withstand a nuclear attack', 'today the services built o']","['anil dash says internet was designed to endure disasters free up communication', 'dash if webs goal is']"
"['super bowl xlviii started out bad for the denver broncos the seattle seahawks made sure it got worse', 'seattle romped by playing a suffocating defense and taking advantage of four denver turnovers including two interceptions thrown by quarterback peyton manning the nfls most valuable player for the season', 'the game pitted pro footballs best offense denver against the best defense seattle but the d']","['seattle dominates and takes advantage of denvers mistakes', 'league mvp peyton manning throws two inte']"
"['the fragile relationship between china and japan came under fresh strain tuesday as ships from both sides crowded into the waters around a disputed group of islands and nearly japanese lawmakers visited a controversial war memorial', 'the japanese coast guard said eight chinese government ships had entered waters near the contested islands in the east china sea on tuesday morning the largest number']","['new a group of boats carrying japanese nationalists has since left the area', 'the number of chinese s']"
"['a nun has died after setting herself on fire in southwestern china the first tibetan woman known to have killed herself in this way the londonbased free tibet campaign group said tuesday', 'according to the group tenzin wangmo called for religious freedom in tibet and for the return of the dalai lama as she set fire to herself outside dechen chokorling nunnery in ngaba county sichuan province on mo']","['group tenzin wangmo called for religious freedom in tibet before setting herself alight', 'tenzin is t']"
"['a suspected leader of the juarez drug cartel told authorities he had ordered the deaths of about people a mexican federal police official said sunday', 'federal police detailed accusations against jose antonio acosta hernandez known as el diego a day after authorities announced his capture he was one of the countrys most wanted criminals with officials offering a reward of million pesos million for']","['police jose antonio acosta hernandez says he targeted police officials rivals', 'acosta has been a rep']"
"['the hollywood reporterits official amcs the walking dead companion series has a title', 'executive producer robert kirkman announced friday that the companion series which starts as a prequel to the original will be titled fear the walking dead', 'read more walking dead from comics to the small screen', 'the news comes as the companion went through development season and was picked up to series and pre']",['show will star sons of anarchys kim dickens and cliff curtis of gang related']
"['time magazines cover story which hit the newsstand thursday argues that latino voters will cast the deciding vote in the upcoming election', 'after watching the republican candidates lock the kryptonite that is the immigration issue around their necks during the arizona debate my bet is that president barack obama could win another term even if he loses key swing states such as florida iowa new ham']","['charles garcia republicans stance on immigration gives obama opportunity', 'he says the president need']"
"['a california republican official has apologized for sending an email that depicts president barack obama as a young chimpanzee', 'to my fellow americans and to everyone else who has seen the email i forwarded and was offended by my action i humbly apologize and ask for your forgiveness of my unwise behavior marilyn davenport said in a statement obtained by cnn', 'davenport who is a tea party activist']","['new a republican chairman says marilyn davenport should resign', 'the email contains a doctored photo ']"
"['louis oosthuizen shot a sixunder par round of to claim a share of the lead at the byron nelson championship on saturday', 'the south african reached the turn at one under for the day before firing five birdies on the back nine at the tpc four seasons resort in texas to jump places up the leaderboard', 'the round leaves the former open champion tied with americas brendon todd on par with just one roun']","['former open champ swings into contention with a third round at byron nelson championship', 'oosthuizen']"
"['the house of representatives voted tuesday night to approve a senate bill to avert a feared fiscal cliff', 'the measure that sought to maintain tax cuts for most americans but increase rates on the wealthy passed the democraticled senate overwhelmingly early in the day', 'there was discussion about amending the senate bill by adding spending cuts but in the end house lawmakers voted on the bill as wr']","['new house approves the deal late tuesday night', 'the vote was an upordown vote on the senate compromi']"
"['when peggielene bartels went to bed on a summer night in she was an ordinary administrative assistant living in a modest onebedroom condo just outside washington dc', 'but a few hours later when a persistent ringing phone woke her up in the dead of the august night the found out she was much more than simply a secretary', 'at the other end of the line was bartelss cousin from otuam a small fishing vi']","['for more than years peggielene bartels has worked as a secretary in the us', 'but then one day a phone']"
"['the fire that severely damaged a drilling rig in the gulf of mexico subsided thursday as sand and mud stopped up a natural gas well that blew out earlier this week federal regulators said', 'the blaze erupted tuesday aboard the rig located about about miles off grand isle louisiana in feet of water what remained thursday was a small flame fueled by residual gas at the top of the well the federal bu']","['new platform and drill are probably a writeoff analyst says', 'gas flow stops at the damaged gulf of m']"
"['travel leisure when studying up for a trip to the holy land you might come across this warning whatever you do dont take a bear to the beach', 'feeding pigeons is illegal in venice italy and could earn you a fine', 'americans expect to experience some difference in laws when they travel the world but some laws we found just sounded insane in france its illegal to name a pig napoleon in florida single']","['singapore has tough policies against chewing gum and graffiti', 'pigeonfeeding is not tolerated in ven']"
"['work on the worlds largest solar bridge has started in central london', 'the new solar roof spanning blackfriars railway bridge above the river thames will cover more than square meters when finished according to developers', 'over individual photovoltaic panels are expected to produce around kilowatt hours of electricity every year providing the station with half of its energy needs according to sol']","['new solar array will be largest on a bridge anywhere in the world say developers', 'blackfriars railwa']"
"['sony blamed the global economic slowdown increased competition and an appreciating yen for a percent drop in thirdquarter profits as the company announced its results thursday', 'customers check sonys bravia brand lcd tvs at an electronics shop in tokyo japan', 'profits for the quarter which ended december fell from nearly billion yen billion in to about billion yen million in', 'across the company sal']","['sales were down percent across the company', 'electronics and games especially hard hit with sales fal']"
"['abdul aziz believes he was standing right next to a shooter sunday when gunmen opened fire at a mothers day parade in new orleans injuring people', 'everyone around me except me was shot he said i was pretty fortunate to get away', 'aziz a photojournalist was at the secondline parade when gunfire broke out at the corner of frenchman street and north villere street', 'secondline parades which involve da']","['these kinds of incidents are not going to go unanswered the mayor says', 'officers saw three suspects ']"
"['the inaugural addresses of the presidents are for the most part a wasteland of howling rhetoric and driedout inspiration', 'history has little noted nor has it long remembered more than a handful of them lincolns two inaugural addresses stand of course as the great exception franklin roosevelts addresses in and remain alive as does the sonorous rhetoric of john f kennedys address in we continue to ']","['david frum most inaugural speeches are full of rhetoric lack real inspiration', 'he says they tend to ']"
"['cnn student news february', 'download pdf maps related to todays show', 'libya wisconsin atlanta georgia', 'transcript', 'this is a rush transcript this copy may not be in its final form and may be updated', 'nasa announcer twoonebooster ignitionand the final liftoff of discovery', 'carl azuz cnn student news anchor of course we will have more on that for you in todays show but we are getting off the ground ']","['president obama discusses the driving force behind political unrest overseas', 'space shuttle discover']"
"['boston bombing suspect dzhokar tsarnaev has tweeted since the boston marathon bombings on what two friends of his tell cnn is his twitter account', 'his tweets included one at am wednesday that said im a stress free kind of guy', 'on monday at pm hours after the bombings he tweeted a quote from rapper jayz and a rb song aint no love in the heart of the city the tweet added stay safe people', 'shortly a']","['new a cryptic tweet last august refers to the boston marathon', 'friends of suspect dzhokar tsarnaev t']"
"['supporting a congressional campaign usually means donating money knocking on doors and making phone calls rarely does it mean acting like a nudist in a television ad that will be played throughout your community', 'that is until the kelly kultala for congress campaign asked exactly that from their supporters', 'kultala a democrat running to oust kansas republican rep kevin yoder released an ad on thu']","['kelly kultala for congress campaign releases an ad with folks seemingly naked', 'the people were not n']"
"['a woman facing possible stoning and one of her lawyers argue that iran is mischaracterizing the status of adultery and murder charges against her', 'sakineh mohammadi ashtiani and attorney hootan kian say even though ashtiani was cleared of her husbands murder five years ago iran continues to insist she was found guilty', 'theyre lying ashtiani told the guardian newspaper through an intermediary frid']","['iranian woman may be executed by stoning', 'ashtiani says she was cleared in her husbands murder', 'her a']"
"['editors note cnn contributor bob greene is a bestselling author whose new book late edition a love story will be published next month', 'bob greene recalls farrah fawcetts cheerful greetings to the crew every morning on a movie set', 'she would come walking across the lawn just after sunrise', 'the days and nights had been long everyone else as darkness turned into dawn looked wrung out and worn down a']","['bob greene actress farrah fawcett worked on the film version of an article i wrote', 'he says she was ']"
"['egypt has agreed to allow two iranian warships to cross through the suez canal in a move that puts the countrys new military regime in a prickly position with its israeli neighbor', 'the posthosni mubarak caretaker government gave the green light to the iranian warships friday state media reported they are expected to be the first iranian warships to sail through the suez since the islamic republic']","['egypt agreed to allow two iranian warships to cross through the suez canal', 'theyre expected to be th']"
"['zambias incumbent president bowed out with grace and honor friday after election results showed his main challenger had won his party said in a statement', 'the people of zambia have spoken and we must listen outgoing president rupiah banda said on the website of his movement for multiparty democracy the time now is for maturity for composure and for compassion', 'zambians voted tuesday in the presid']","['candidates take part in the presidential race', 'winner michael sata is a major critic of chinese inve']"
"['a viral video has real officers going for laughs with the serious intent of finding their next police chief', 'we wanted something that expressed our culture of openness said hillsboro oregon lt michael rouches the departments public information officer', 'its not that we take our jobs lightly its that we tend to approach every situation with a positive attitude so we thought how could we demonstrate']","['the hillsboro police department in oregon seeks a new police chief', 'its recruitment video starring o']"
"['star wars makeup artist stuart freeborn who helped create chewbacca yoda jabba the hutt and the otherworldly creatures in the trilogys famous barroom scene has died lucasfilm said wednesday', 'he was', 'a creature effects artist freeborn also worked on other film classics and was responsible for creating the apelike human ancestors in the dawn of man sequence in a space odyssey', 'he also did the makeu']","['creature effects artist stuart freeborn fashioned yoda in his own image', 'he also helped create chewb']"
"['congress postponed a vote on tuesday on a controversial forest code which has pitted farmers and ranchers against environmentalists', 'according to staterun agencia brasil the vote was rescheduled for next tuesday so the government can try to secure support for the current text', 'lawmakers are still sharply divided with the rural lobby in congress demanding more protection for farmers who have clear']","['congress postpones vote on controversial forest code for a week', 'rural lobby in brazils congress is ']"
"['supreme court justice clarence thomas has released newly corrected financial disclosure forms showing his wifes past employment blaming a misunderstanding for years of omissions of virginia ginni thomas salary at a conservative think tank and other jobs', 'thomas was required to report the information on the annual disclosure forms all federal judges must file the forms did not disclose how much mo']","['justice thomas releases details of his wifes past employment', 'a liberal group noted that information']"
"['the last bit of news i heard before boarding a plane to seoul a few days ago was that north korea had just fired artillery shells into the sea near the border with south korea', 'disturbing news from north korea comes just as often as stories that make us laugh in disbelief the many quirky mystifying baffling developments in pyongyang make its young ruler kim jung un an irresistible target for come']","['north korea had fired artillery shells into the sea near the border with south korea', 'frida ghitis n']"
"['girls actress allison williams is headed for neverland', 'nbc has announced that the will portray peter pan in the networks upcoming musical peter pan live', 'i have wanted to play peter pan since i was about three years old so this is a dream come true williams said in a statement its such an honor to be a part of this adventure and im very excited to get to work with this extraordinarily talented t']","['girls actress allison williams will play peter pan', 'she joins christopher walken who plays captain h']"
"['the tears of joy from a year ago turned to tears of sorrow as zambia became the first defending champion to be knocked out in the first round of the africa cup of nations in years', 'herve renards side was held to a goalless draw by group winners burkina faso in nelspruit south africa tuesday', 'that result combined with nigerias win over ethiopia sent the super eagles through and left zambia inconso']","['defending champion zambia fails to make quarterfinal after goalless draw with burkina faso', 'nigeria ']"
"['during the britains car industry was the sick man of europe many models were poorly designed and built politicians and the nationalized company management lacked strategic vision while workers were often on strike', 'four decades on that perception has been turned on its head despite the closure of the last britishowned volume car maker rover in the country is now building nearrecord numbers of veh']","['rollsroyce posts best results in with cars sold in', 'bentley posts rise in global sales on back of ri']"
"['thousands of children in england have been sexually exploited by gangs or groups of men or are at high risk of sexual exploitation according to a report released wednesday', 'the report which calls for urgent action to protect young people comes amid wide public concern prompted by revelations of child abuse by a former bbc tv presenter jimmy savile', 'read more belittling kids as harmful as beating ']","['report children were victims of sexual exploitation by gangs or groups over months', 'another young pe']"
['millions of iranians poured into the streets saturday to celebrate the victory of presidential candidate hassan rouhani huge crowds snarled traffic in the capital tehran demanding the release of hundreds of political prisoners arrested during protests over sham elections four years ago my dead brother and sister i got your vote back people chanted a reference to more than demonstrators killed by '],"['nazila fathi half the votes were for rouhani but governments support is surprising', 'fathi he support']"
"['hating the internal revenue service is an american pastime that transcends political affiliation', 'this past may disgust for the irs reached an alltime high when lois lerner director of the irss exempt organizations unit disclosed the agency had improperly targeted social welfare organizations seeking special status under section of the tax code based on their political ideology', 'this revelation r']","['lois lerner sparked scandal by revealing the irs targeted social welfare organizations', 'author irs a']"
"['in an everevolving increasingly crowded beverage market starbucks is waking up and smelling the coffee the problem is its not their house blend', 'heres a statistic that people are surprised by despite the longterm success that weve enjoyed we have less than percent share of coffee consumption in north america and less than percent share internationally starbucks chairman president and ceo howard s']","['starbucks wants a bigger share of n american coffee market than its current percent', 'folgers is the ']"
"['editors note journalist karl penhaul spent several weeks tracking the gangs of the mexican underworld the corrupt officials who support them and the cops trying to halt the violence this is the second of three exclusive reports part one looked at the violent rules gangs live by', 'the faithful leave this holy death statue offerings including cigarettes and cocaine visible in the nose', 'a baseball ca']","['graveyards in mexican town show tributes to gang leaders and hitmen', 'lupito who a relative said love']"
"['summer is the best time for outdoor musical festivals and blasting music with all the windows open weve done the legwork for you and compiled what should be some of the best albums of the season and the most tentworthy festivals organized by region', 'find the ear candy that suits your taste best and get busy listening', 'albums', 'queens of the stone age like clockwork due june', 'the bands sixth album ']","['there are some promising albums and music festivals on the horizon', 'releases are expected from every']"
"['real madrid came from behind to beat crosscity rivals atletico in the first leg of their copa del rey quarterfinal tie at the santiago bernabeu on thursday', 'real fell behind to a goal from uruguays diego forlan after seven minutes before defender sergio ramos headed an equalizer for the home team six minutes later', 'cristiano ronaldo followed up his hattrick against villarreal on saturday with los']","['real madrid claimed a win over rivals atletico in the copa del rey on thursday', 'goals from sergio ra']"
"['cnnthe sun hadnt risen at garissa university college most students slept in their beds a few had woken up to head to early morning christian prayers', 'then the terror began', 'it started with an explosion and gunshots around am thursday pm et wednesday at the kenyan schools front gates the attackers continued to fire as they stalked through campus with the red cross saying they stopped at a girls do']","['kenyan agency dead plans underway to evacuate students and others', 'garissa university college studen']"
"['a georgia man convicted of kidnapping and killing his girlfriend was executed tuesday', 'a geogia official says executed killer william earl lynd did not make a final statement', 'william earl lynd was the first inmate to die by injection since september when the us supreme court agreed to consider whether the threedrug combination represented cruel and unusual punishment', 'the process began at pm and']","['new georgia executes inmate convicted of killing girlfriend in', 'william earl lynd pronounced dead at']"
"['authorities scoured the national park around washingtons mount rainier on sunday for a man they say fatally shot a park ranger and fled into the woods a park spokeswoman said', 'the suspect remained at large sunday night believed to be somewhere in the expansive park mount rainier national park spokeswoman lee taylor said', 'four to five feet of snow is on the ground including about two feet of fresh']","['new more than people will stay in a visitor center until the situation is safe a spokeswoman says', 'n']"
"['rep mike rogers chairman of the house intelligence committee and a key congressional voice on national security announced friday that he will not run for reelection this year', 'the michigan republican made the announcement on detroits wjr radio station saying he will host a syndicated radio program that will talk about national security issues and other news of the day', 'i had a career before polit']","['rogers is considered an important congressional voice on national security', 'he is chairman of the ho']"
"['south african golf was handed another boost on tuesday when the country was awarded the right to host one of the lucrative world golf championships events for the next five years', 'the news comes after charl schwartzel joined british open winner louis oosthuizen as a reigning major champion with his dramatic victory at the masters on sunday', 'this is without doubt the most significant milestone in ']","['sunshine tour lands deal to stage wgc event for five years from', 'it will be known as tournament of h']"
"['as the world knows peace can sometimes be fleeting', 'onetime basketball bad boy ron artest who changed his name to metta world peace and said it was meaningful and inspirational was ejected sunday from the los angeles lakersoklahoma city thunder game for hitting james harden in the head with his elbow', 'after scoring against the thunder in the second quarter world peace was cheering his own shot wh']","['new the oklahoma city thunder says james harden is undergoing testing', 'world peace of the los angele']"
"['jebb graff isnt turned off yet by carnival cruise lines recent troubles', 'graff took a sevenday cruise last fall on the carnival fantasy to grand turk half moon cay and nassau bahamas and had a wonderful time it was a fantastic trip wrote graff a photographer in fuquayvarina north carolina in an email', 'a few veteran cruisers grumbled about the age of the ship and the decor being dated but the serv']","['some previous carnival passengers say they would cruise with the company again', 'travel agents and pa']"
"['over the past week ive been inundated with questions about swine flu via facebook twitter cnn blogs and email so this week im empowering people with information about swine flu how to protect yourself what all the numbers mean and why you shouldnt freak out', 'the most recnt advice from the cdc is that nonessential travel to mexico should be avoided', 'hasnt swine flu been around for a while', 'yes swi']","['the emergence of the swine flu has raised many questions here are some answers', 'swine flu was first ']"
"['is the muchloved piaggio vespa more iconic than the floppy disk is the ipod more of a design classic than the airbus', 'these are the questions we put to some of the worlds greatest designers when we asked them to nominate what they believe to be the most iconic industrial design from the last years', 'this saturday the international design community will celebrate world industrial design day to mark']","['top designers nominate most iconic industrial design from the last hundred years', 'escalator floppy d']"
"['a ohio girl who vanished more than three weeks ago was found alive and in good condition halfway across the country in southern california authorities said', 'haylee donathan was found with her mother and her mothers boyfriend fugitive sex offender robbie potter', 'haylee donathan her mother candace watson and robbie potter were discovered hiding for the past week at the morning star ranch a retreat ']","['missing ohio girl found alive near san diego california authorities say', 'tip led authorities to raid']"
"['a ferocious leopard may have killed people in nepal in a span its latest victim a boy that the creature dragged away into the jungle to eat', 'the head of boy was found in the forest a kilometer from his home saturday morning said kamal prasad kharel the police chief of the baitadi district an area about kilometers miles west of kathmandu', 'the grisly discovery which came after teams of people searc']","['a boy is the latest victim of a maneating leopard a local police chief says', 'he suspects one leopard']"
"['nigerian aviation authorities suspended dana airs operating license tuesday as torrential rain hampered recovery efforts after a deadly weekend plane crash', 'as soon as we have concluded the recertification of the airline if they are capable then their license will be reinstated said sam adurogboye a spokesman for the nigerian civil aviation authority', 'authorities have recovered the flight data re']","['seven us citizens died in the crash the state department says', 'nigerian aviation authorities suspend']"
"['the pakistani taliban will avenge the groups no leader who was slain wednesday in a drone strike and wont listen to government peace initiatives a spokesman said thursday', 'ehsanullah ehsan the groups spokesman told cnn the group holds the pakistani government responsible for the death of waliur rehman mehsud', 'rehman is one of seven people slain when a drone struck a target near the town of mirans']","['pakistani taliban says it will reject any peace initiatives', 'rehman has been buried in a secret loca']"
"['twoyearold lakshmi tatma an indian toddler born with four arms and four legs made her first public appearance tuesday a week after surgeons in india successfully removed her additional limbs', 'doctors said lakshmi was recovering well as she appeared tuesday at a news conference', 'lakshmi wearing a plaster cast on her legs to keep her feet up and her legs together to help her wounds heal was carried']","['girl born with eight limbs makes first public appearance since surgery', 'surgeons say lakshmi tatma t']"
"['in the most extensive reshaping of the obama administrations national security team to date the president will name central intelligence agency director leon panetta as his nominee to succeed robert gates as defense secretary top us officials said wednesday', 'gen david petraeus will be nominated to take over as cia director and lt gen john allen will succeed petraeus as head of the usled internati']","['new petraeus to resign from military once confirmed sources say', 'it took a meeting with obama to con']"
"['in september a devastating earthquake measuring on the richter scale smashed into mexico city killing people and leaving parts of the city in ruins', 'since then the populous latin american nation of million has invested in one of the most advanced seismic warning systems anywhere in the world', 'the sasmex facility came online in and reacts to data gathered by sensors placed near major fault lines a']","['grillo is a device that aims to bring a lowcost earthquake warning system to the masses in mexico', 'a']"
"['rapper and reality tv star flavor flav pleaded guilty to misdemeanor domestic violence charges in las vegas monday', 'the plea deal allows the public enemy hype man to avoid a trial on felony charges which could have sent him to prison for several years', 'instead flav real name william jonathan drayton jr must stay out of trouble during a year of probation and attend domestic counseling sessions wit']","['flavor flav avoids a trial on felony charges with misdemeanor plea', 'the rapper was arrested after an']"
"['editors note william frist the former republican majority leader of the us senate is a physician he was elected to represent tennessee in the senate in and served two terms before deciding not to run for reelection in', 'former senate majority leader bill frist says its good that obama and biden are members of the senate', 'now is the time for a new beginning and how it is approached may well turn on']","['bill frist says its time for a new beginning in america', 'frist says were fortunate obama biden were ']"
"['is al qaeda looking to ground transportation as a promising target after the introduction of intense security measures for air travel and are its supporters able to operate out of iran without hindrance', 'those two questions have been raised after the announcement by canadian police on monday that they had thwarted a plot to attack a rail link between canada and the united states', 'the canadian ann']","['canadian authorities suspect al qaeda elements in iran provided guidance to alleged plotters', 'iran h']"
"['president barack obama took his case for attacking syria overseas and gained some momentum in the senate but his deputies faced another line of tough questioning from lawmakers about military involvement and russia cautioned about unilateral us action and sought to influence the political process in washington', 'here are five things we learned from wednesdays developments on syria', 'the world set a']","['obama says the red line on syria should reflect a global commitment to deter chemical weapons', 'house']"
"['twelve photographers from four continents have been shortlisted for the fourth prix pictet award in photography and sustainability', 'this years theme of power has enormous breadth embracing contradiction and paradox in equal measure that has uncovered images and issues that are both aweinspiring and disturbing organizers say', 'the aim of the award is to use the power of photography to raise public ']","['annual prix pictet photography prize announces shortlist', 'competition designed to raise awareness of']"
"['slovakian peter sagan made up for a series of near misses to claim his first stage win on this years tour de france in albi friday', 'he burst clear after from montepellier to win easily from germanys john degenkolb argos shimano and italian daniele bennati saxotinkoff', 'south african daryl impey held on to the race leaders yellow jersey after claiming it the previous day from oricagreenedge teammat']","['peter sagan wins seventh stage of tour de france', 'slovakian star wins from john degenkolb and daniel']"
"['former bosnian serb leader radovan karadzic once again faces two genocide charges instead of one in his longrunning trial over ethnic violence during the balkan wars', 'appellate judges at a un war crimes tribunal in the netherlands on thursday reinstated the second genocide charge ruling that the tribunal improperly dismissed the count in june', 'karadzic whose trial began in also faces nine other c']","['the reinstated count accuses radovan karadzic of trying to remove muslims from bosnia', 'he was the le']"
"['fueled by a close call on a runway two years ago involving a us senator general aviation pilots will soon have increased leverage when facing faa disciplinary action under a bill awaiting president barack obamas signature', 'the legislation was spearheaded by sen james inhofe roklahoma whose own piloting incident led to increased scrutiny by the federal aviation administration', 'inhofe an experience']","['the legislation was spearheaded by sen james inhofe roklahoma', 'inhofe faced faa scrutiny after landi']"
"['cnn student news january', 'download pdf maps related to todays show', 'arizona australia', 'transcript', 'this is a rush transcript this copy may not be in its final form and may be updated', 'carl azuz cnn student news anchor a problem that wont be solved even if the solution is clear the story and the reasons leading off todays broadcast of cnn student news my name is carl azuz', 'first up winter storm wo']","['a winter storm slams the northeastern united states', 'the us house of representatives condemns the ar']"
"['peoplecom michael bublé is gearing up for his second wedding to the woman whos already his wife', 'slightly more than a month after his march wedding to argentine actress luisana loreley lopilato de la torre the canadian crooner is going for double the fun in a sequel ceremony this weekend in his home country with of their closest friends and family no less', 'were both nervous but were excited bublé']","['bublé married argentine actress luisana loreley lopilato de la torre on march', 'theyre having another']"
"['when marita cheng was told to clean her room as a child she imagined an army of robots doing the dirty work for her', 'i looked around and i didnt see any robots helping me with the household chores the engineering whiz said and i thought i want to be part of making robots a reality', 'speaking to cheng one of australias brightest young scientists you get the feeling theres not much she couldnt solve']","['meet marita cheng the talented technician bringing robots to your home', 'named young australian of th']"
"['edward dolman is christies first chief executive officer to have been a specialist who understands the pressure and the nature of valuing art part of his mission is attracting other highly motivated specialists into their business', 'a christies employee stands beside a painting at christies auction house in london on july', 'dolman was born in london in and attended dulwich college from before study']","['dolman was specialist in furniture department of south kensington for years', 'in he was made managing']"
"['top officials in moscow have accepted a french offer to help supply the russian navy with two new amphibious assault warships french president nicolas sarkozys office said friday', 'the offer came from a consortium led by two french manufacturers dcns and stx working in conjunction with russian shipyards', 'two additional warships may be constructed bringing the total to four sarkozys office said', 'sa']","['frenchled consortium will help build at least two new russian naval vessels', 'the deal will help empl']"
"['cnn hero amy stokes uses the internet to connect south african teens affected by hivaids and poverty with volunteer mentors from around the world', 'stokes is the founder of infinite family and spoke with cnn about the importance of her groups efforts in south africa where nearly two million children have been orphaned by aids', 'below are excerpts from that interview', 'cnn how does hivaids affect a s']","['cnn hero amy stokes founded a nonprofit to help children orphaned by aids', 'she says the kids are res']"
"['antichina protesters gathered saturday in tokyo and six other major cities in japan to rally against what it calls an invasion of disputed islands that both claim are part of their territories', 'protesters held up japanese flags and chanted we will not allow communist china to invade our territory', 'beijing says the diaoyu islands and most of the south china sea belong to china disputing neighborin']","['protesters hold up japanese flags and chant slogans against china', 'beijing says the diaoyu islands b']"
"['cnnwhile boston and other new england cities have suffered through their snowiest seasons other parts of the country have some unexpected good news to go along with the recordbreaking winter conditions', 'all that cold air and a stuck weather pattern are keeping tornadoes to historic lows so far this year', 'march is typically a transitional month where warm moist air from the gulf of mexico collides']","['there have been only four tornado watches in', 'el nino might be helping keep the numbers down', 'slow st']"
"['police expanded their search friday for a man who either jumped or fell from a small plane as it flew off the florida coast near miami', 'the pilot of the singleengine piper aircraft called air traffic controllers thursday afternoon to say his passenger the only other person on board the flight had fallen out of the plane', 'he opened the back door and he just fall down the plane the pilot said accor']","['new police identify man who fell from plane as a from key biscayne', 'police expand search for man who']"
"['oscarwinning actress reese witherspoons performance as an upset wife earned her a trip to jail and a disorderly conduct charge', 'you are going to be on national news witherspoon allegedly told a georgia state trooper as he handcuffed her on atlantas peachtree road early friday morning', 'that didnt discourage trooper first class j pyland from writing a very quotable arrest report suitable for nation']","['witherspoon cancels interviews to promote new film monday', 'she enters a pretrial intervention progra']"
"['rollingstonecom its been a rough year for morrissey as the laconic singer has endured everything from tourcanceling illnesses to possibly being dropped from his new label to bizarre allegations of a murderforhire plot', 'however in a new interview with el mundo the former smiths singer reveals hes dealing with some health issues that make all those other troubles seem insignificant according to mor']","['morrissey if i die then i die', 'singer says doctors have scraped cancerous tissues from him', 'hes had m']"
"['when serbia and croatia take to the field at zagrebs maksimir stadium on friday memories of a bloody wartorn history between the neighboring countries will be brought sharply into focus', 'the world cup qualifying tie will be the first time the two teams have played each other since the break up of the former yugoslavia and then the croatian war of independence which raged between and', 'the break up']","['croatia to play serbia in world cup qualifier on friday', 'the match will be the first between the two']"
"['so gary oldman tell us what you really think', 'in a raw interview with playboy the actor railed against hollywood dishonesty and double standards said that mel gibson and alec baldwin have been victims of hypocrisy and asserted that not voting for years a slave to win an oscar meant you were a racist', 'oh and he doesnt like the golden globes helicopter parents or reality tv either', 'indeed the dark ']","['gary oldman sounds off in playboy interview', 'oldman says hypocrisy drives him crazy', 'hypocrisy and po']"
"['the british tourist who caught a child who fell from the fourthfloor balcony of an orlando florida hotel was honored by government and business leaders friday', 'officials credit helen beards quick thinking with saving jahnea myles life beard was in the pool area of the econo lodge inn and suites around thursday evening when after hearing horrific screams she looked up to see a small child hanging ']","['helen beard is given a medal of merit by government and business leaders', 'the tourist from england c']"
