story,highlights
mother nature showed extremes across united states tuesday another day dangerously hot temperatures broiling southwest parts northeast grapple flooding torrential storms temperatures across much west soar 10 20 degrees average tuesday national weather service said forecasters issued excessive heat warnings large swaths california nevada arizona fourth july noon mercury hit 98 degrees reno nevada 109 las vegas 104 yuma arizona 118 furnace creek california death valley heat intense weekend melted shoes triple digit forecasts posted far north spokane washington idaho panhandle many locations broke records recently could shatter records tuesday weather service said dreadful news much california nevada arizona states seen temperatures top 120 degrees past days forecasters las vegas noted similar heat wave 2005 killed 17 people urged neighbors relatives check susceptible heat related illness children elderly chronically ill life threatening heat event risk advisory warned heat hurts insides heat stroke heat exhaustion strike within minutes hundreds las vegas residents sought relief salvation army cooling shelter get cooling station benefit water put also take showers need free andre ingram salvation army said said anyone comes get much ice cold water need normally walk around looking extreme heat hindering efforts stop arizonas yarnell hill wildfire scorched 8400 acres 13 square miles land fire killed 19 members elite firefighting squad sunday fierce erratic winds whipped fire different directions parched land arizonas drought also fueling fire east coast deluged rain much arizona would love get rain residents east coast seeing much good thing showers storms stretch florida new england thursday dampening independence day holiday national weather service said top rainfall quickly flooded parts new jersey monday stranded motorists paramus think going happen knee got car caroline mccourt told cnn affiliate wabc thunderstorms also produced three small tornadoes connecticut new jersey monday reported injuries weather service local authorities said ef 1 twister top estimated wind speed 86 mph skipped across 25 miles windsor east windsor connecticut knocking trees blowing electrical transformers windsor locks police capt chester degray said ef 0 packs winds 65 mph 85 mph touched greenwich connecticut 35 miles north new york inflicting similar damage weather service said another ef 0 went berkeley heights new providence summit new jersey 15 miles west newark drivers durham north carolina also push cars floodwaters monday flooding could get worse cities georgia new england could see 2 3 inches rain next days,new triple digit temperatures forecast as far north as spokane much of the west could feel temperatures 10 to 20 degrees above normal newly shattered heat records in the southwest could be broken again on tuesday showers and storms are forecast from florida to new england
new york man dubbed subway vigilante shot four youths 1984 released jail saturday charge selling marijuana undercover officer bernhard goetz 65 ordered freed recognizance arraignment criminal court manhattan district attorneys office said next court date december 18 district attorneys office said national attention followed 1984 shooting goetz subject national attention shot four black teenagers december 22 1984 aboard manhattan subway car four said panhandling asked goetz 5 play video games goetz said believed robbed goetz white acquitted murder assault charges shooting convicted illegal possession weapon served less nine months behind bars incident took place time race relations strained crime levels high new york city arrest followed drug sting goetz arrested friday block away home west village neighborhood manhattan according police accused meeting undercover officer union square park agreeing sell marijuana sgt carlos nieves told cnn nieves said goetz went apartment pick drug sold officer 30 members manhattan south narcotics division swooped arrest goetz police told cnn goetz charged criminal possession criminal sale unlawful possession marijuana nieves told cnn goetzs victim dies anniversary shooting,bernhard goetz ordered freed on his own recognizance police say goetz sold marijuana to an undercover officer he was acquitted of attempted murder in the 1984 shooting of four black youths goetz served less than nine months for weapon possession in 1984 shooting
lewis hamilton realistically cannot win title former world champion hopes challenge powerhouse sebastian vettel korean grand prix posting fastest practice times friday hamiltons time one minute 38673 seconds second session yeongam one tenth second quicker vettel triple reigning world champion captured last two races korea first time remember second practice really gone well mercedes hamilton quoted saying formula ones website changed anything day went smoothly processes team worked well love track vettel admitted room improvement red bull close mercedes told formula ones website course sure others fuel loads today seems close ahead tomorrows qualifying like track shame far seoul great city good coming quieter races means focus job driver half chance catching vettel fernando alonso distant seventh second session trails vettel 60 points mere six races remaining admitted week needed comeback similar oracle team usas americas cup sailing overtake german alonso sound optimistic friday every probability expect struggle race ferraris alonso told formula ones website easy us performance terms know apart well sunday must try get available put everything together tomorrow race kimi raikkonen alonsos teammate next season crashed first practice session unhurt autosportcom quoted finn saying would take action end season fix lingering back problem really surgery sure probably going something said raikkonen know issues,lewis hamilton posts the fastest practice times ahead of the korean grand prix sebastian vettel was about one tenth of a second slower than hamilton in the second session vettel has won the last two races in korea and is on course for a fourth world title in a row fernando alonso second in the individual standings came seventh in the second session
people appreciate grace athleticism ballet dressage precision art horse riding training remains puzzling spectacle new performance international equestrian federation fei aims show two art forms different launch flagship fei world cup finals lyon france organizing body assembled finest talent worlds elite riding ballet show skills side side similar terms athletic ability delicate powerful said us jumping rider charlie jacobs joined dressage champion charlotte dujardin dancers minsk bolshoi photoshoot double olympic gold medalist charlotte dujardin impressed partnership belarusian maestro kanstantsin geronik calling exciting prelude competition shattered world records feis director dressage trond asmyr says organizers hoped create comparison ballet would open esoteric world outsiders believes parallels go beyond athletes physical abilities see number different elements need strength need power need elegance said need feeling question jumping far long high combination putting elements together produce optimal performance pleased much riders got day called dujardin full blown artist says seeing perform alongside geronik highlighted virtuosos similarities real test says close eyes listen music either sport imagine performer performer plus horse could glide across space dujardin world number one dressage rider took dressage crown lyon labeled girl dancing horse enthused see horse less dancing counterparts action evening photoshoot organizers fei took riders see dancers turf lyon amphitheatre bolshoi performed swan lake part nationwide french tour asmyr says dujardin told saw dance new eyes high hopes developing cross cultural collaboration future ballet certainly well known around world dressage riding facilitate understanding people sport similarities ballet happy read globetrotting worlds traveled horse,what happens when the worlds of dressage and ballet collide new performance aims to highlight similarities between the two disciplines you need strength you need power you need elegance says fei dressage chief organizers hope to develop more cross cultural collaboration in future
washington police investigating sunday whether duty officer drew gun midst snowball fight involving couple hundred people metropolitan police department said video local media outlet scene saturday show officer weapon drawn however authorities since received additional images statements would seem support allegation duty member pull gun police statement said 200 people dc neighborhood gathered saturday brave snowstorm massive snowball fight cnn affiliate wjla reported pretty fun one unidentified participant told wjla know gun came uh changed tone thing little bit duty plainclothes officer driving area snowball fight several snowballs hit vehicle police said officer exited vehicle yelled crowd wjla reported witnesses accused officer drawing gun uniformed police officer subsequently arrived holding gun hip eventually returned holster video wjla shows mpd assistant chief peter newsham said uniformed officer responding 911 call someone apparently plainclothes officer gun according wjla uniformed officer holstered weapon recognized plainclothes officer newsham said according wjla police statement said evidence [officers] pointed weapons direction crowd individuals,plainclothes police officer accused of drawing gun at snowball fight in washington dc images and statements would seem to support the allegation police say about 200 people were in snowball fight when officers vehicle was hit police say police separate uniformed officer held a gun while checking report of armed person
help trickled thursday three days magnitude 77 earthquake struck indonesia triggering tsunami killed least 311 people left 400 missing assessment team nonprofit group surfaid international reached disaster zone areas remoteness prevented contact headquarters sumatera barat indonesia surfaid shipped 1000 shelter kits victims preparing send supplies communication established spokeswoman jossi syahrial said thursday group trying work government officials establish information coordination hub non governmental organizations said hard hit mentawai islands region among indonesias myriad islands difficult reach region either boat road said andrew judge ceo surfaid trip takes least 10 hours good conditions according aid agencies indonesian red cross also sent least two aid teams one aid shipment included 400 body bags urgent needs expected include clean water food blankets clothing medical attention emergency shelter hygiene kits said ita balanda program manager world vision aid organization padang indonesia estimated 7900 households affected said worst hit area north south pagai island reports villages flattened coming said antorizon west sumatra disaster management agency like many indonesians goes one name first pictures north pagai island showed damaged flattened structures mondays quake generated significant tsunami pacific tsunami warning center said missing might include people unaccounted fleeing higher ground said henri dori satoko head mentawai islands parliament though communication poses challenge remote area witnesses west sumatra reported seeing wave 6 meters nearly 20 feet high reports described tsunami 3 meters almost 10 feet high least one village population 200 people swept away 40 people recovered satoko said quake struck 942 pm monday triggering tsunami warning epicenter 240 kilometers 150 miles south padang depth 206 kilometers 128 miles according us geological survey magnitude revised upward preliminary magnitude 75 mentawai [tsunami] warning issued seven minutes detection earthquake existing system capable preliminary report indicates destructive waves hit mentawai islands five minutes mentawai villagers warning late close tsunami source said sanny jegillos un development programme oversees indian ocean tsunami warning system including indonesia indonesias government since warned residents west sumatra province stay alert stay away coastline five days possibility earthquakes balanda said city padang mentawai islands meeting place two tectonic plates making vulnerable earthquakes tsunamis december 26 2004 91 magnitude earthquake struck northern sumatra tsunami generated earthquake killed 225000 people 14 countries mainly india indonesia maldives sri lanka thailand indonesian region banda aceh hard hit 150000 died,the areas remoteness has limited help and communications at least 311 people have died and more than 400 are missing a team from surfaid international has reached the area the nonprofit group also has shipped 1000 shelter kits
least 28 people dead least 218 others wounded wednesday three blasts shiite procession authorities pakistan said khalid ranjha lahore government official said two dead children two others women seven injured critical condition three explosions occurred within radius 600 meters 2000 feet three blasts work suicide bombers said nayab haider spokesman lahore police police tried stop first suicide bomber procession ending blew police officer caught crowd haider said three four minutes later second blast erupted followed 25 minutes later yet third suicide bomber police found two heads one body separately said haider said authorities assigned 2500 police officers procession receiving warning might attacked khusro pervez senior government official said incidents took place around time daily breaking ramadan fast security may lax end procession security vigilant pervez said incident happened security breach pakistan largely sunni muslim nation attack shiite muslims conjures thoughts long standing tensions two groups middle east asia paramilitary forces deployed streets bring order local tv channels showed pictures angry people burning vehicles beating police trying break police station cnns samson desta contributed story,three blasts strike a shiite procession in 30 minute span 218 people are wounded with 7 in critical condition officials say 2500 police officers were assigned to procession after attack warning
act compassion one belligerence judgments offered friday dozens russian trucks rolled eastern ukraine move russian leaders cast necessary address humanitarian crisis ukrainian official characterized invasion nation mighty neighbor east getting agreement right answer impossible moment little doubt actions raised tensions new levels saying something given volatility past many months latest row revolves around aid going russia ukraine kiev stalled trucks russian side border days acknowledging sunday convoy fact humanitarian aid admission end discord debate 1130 pm 430 pm et friday 227 russian vehicles crossed ukraine according organization security co operation europe observer mission checkpoint convoy went vehicles supposed monitored members international committee red cross however red cross said accompanying due volatile security situation reference continued fighting pro russian rebels ukrainian forces ukraine repeatedly accused russia directly indirectly bolstering rebel movement kiev based government allies including nato alliance core member united states see convoy perhaps moscows glaring egregious move yet call direct invasion first time cynical cover red cross said valentyn nalyvaychenko head ukraines security service right ukraine planning go convoy still nalyvaychenko thinks main purpose supply rebels drivers even civilians russian president vladimir putin ukraines government irresponsible fueling instability eastern ukraine putin expressed serious concern german chancellor angela merkel endangered civilians impacts ukraines continued military escalation according kremlin criticized characterized kievs blatant attempts hinder delivery russian humanitarian aid southeast ukraine implying choice act delay would unacceptable kremlin statement said us official warns russia convoys international community hardly embraced putins version events british ambassador united nations said russia support un security council meeting friday topic diplomat mark lyall grant made doubt countrys views convoys entrance ukraine undeniable blatant violation ukrainian sovereignty clear breach international law un charter lyall grant told reporters nothing humanitarianism nato secretary general anders fogh rasmussen warned called humanitarian convoy deepen crisis region russia created continued fuel disregard international humanitarian principles raises questions whether true purpose aid convoy support civilians resupply armed separatists rasmussen said statement merkel talked putin voiced grave concern also us president barack obama two leaders agreed ukraine continued deteriorate since tragic downing malaysia airlines flight 17 purportedly pro russian rebels white house said pair concurred convoy provocation violation ukraines sovereignty called stop russian personnel military equipment armored vehicles eastern ukraine us officials laid russia publicly pentagon spokesman rear adm john kirby said moscow told clear terms guise humanitarian convoy use excuse cross border non authorized way russia must remove vehicles personnel territory ukraine immediately,white house obama merkel agree russian convoy is a provocation uk ambassador convoy has nothing to do with humanitarianism lithuania official consul kidnapped killed by terrorists putin blames ukraine says it would be unacceptable to delay sending convoy
justin ross harris georgia man whose toddler son died left hot car depends ask prosecutors portray unfaithful husband wanted childless life defense describes doting dad kissed son every time put car friends say loved show blond bright eyed boy talked incessantly probable cause hearing thursday authorities provided insight harris charged felony murder second degree child cruelty last months death 22 month old cooper harris pleaded guilty judge denied bond harris thursday ruling prosecutors enough evidence move forward case heres details harris emerged weeks hearing court documents harris allegedly sexted day son died work june 18 harris messaged six women according cobb county police detective phillip stoddard prosecutions lead investigator allegedly exchanged explicit photos including one erect penis sent underage woman defense deaf right ear defense brought point several times perhaps justify harris hear sons movement car always go side head talk friend winston milling testified friends speak highly penny harrison pastor harris church said known wife leanna two years knew typical loving father toddler harrison said defense called witness stand milling lunch harris day son died said everything appeared normal loved showing cooper everybody liked picking bringing around always happy cooper always smiling milling said james alex hall went college harris also lunch day son died asked harris acting said nothing seemed place would say normal said nothing stuck nothing weird movie plans day day son died harris planning see 22 jump street friends work according stoddard detective swore police officers scene harris never called 911 said f police officer scene asked get phone detective said stoddard said harris told police could reach anyone telephone phone records show made three calls discovered sons body one employer lasted six minutes defense believes forgetful defense attorney maddox kilgore said unusual people forget children cars easy get distracted get behind wheel everyones done mind already skipping ahead rest day kilgore said results forgetting absolutely catastrophic said accident become crime results catastrophic investigator couple financial intimacy issues harris wife 2000 25000 life insurance policies son according investigator also said harris wife complaining husbands sporadic purchasing overcharging credit cards harris wife told police pair intimacy issues according stoddard texts indicate knew cheating said warrants obtained cnn friday police said harris discussed family members procedure cashing life insurance policy information time element investigation harris made comments family members regarding life insurance policy cooper need order file warrants say internet searches focus case harris accessed sites people,justin ross harris says he forgot his son was in the car on june 18 harris is charged with felony murder in the death of his son cooper he is also charged with second degree child cruelty he has pleaded not guilty
texas gov rick perrys decision send 1000 national guard troops southern border latest move controversy influx migrant youths central america many unaccompanied streaming united states represents concrete action concerns raised perry republicans border security given resources generally specifically case deal agree humanitarian crisis white house declined approve federal authorization national guard response immigration situation flared year panned perrys idea shortsighted politically motivated questions wanted know perrys plan perry call guard perry said troops needed combat crime border patrol busy dealing flow immigrant kids crossing border mexico national guard force multiplier aid state law enforcement reduce crime cartels traffickers criminals crossing border perry said crisis kids perry said border patrol consumed handling influx migrant children partial family units cannot deported must humanely treated cared according us law unaccompanied children approach troops however texas adjutant general john nichols head texas national guard said get phone border station children receive water medical care stop influx perry say said wants stop border crime border patrol national guard troops refer suspected criminal activity texas department safety also patrol border air especially night amass border provide strong visual perry hopes deter criminals bringing illicit activity across border national guard make arrests asked could detain people planning nichols said much cost pay texas taxpayers hook cost 12 million per month work former head national guard former commissioner us customs border protection bureau said perrys plan limited scope real solution basically helping border patrol going holistic approach goes way beyond boots ground said david aguilar acting commissioner cbp 2011 2013 aguilar said one thing help relieve workload border patrol agents relieve cbp sole government agency process care unaccompanied youth immediate aftermath detention former chief national guard echoed aguilars sentiment measure alone solve current problem far complex requires unity approach incorporates state local federal resources said retired lt gen h steven blum take place long troops immediately deployed next 30 days according nichols long remain unknown perry asking federal government hire train additional 3000 border patrol agents replace national guard part plan congress comprehensive immigration plan would provided resources border security stalled house neither body yet unveiled would solve current border crisis politics playing role perry considering another presidential run 2016 previewed national guard plan iowa key presidential nominating state weekend announced next day perry reconciling within republican party used current border crisis move right issue cnn political analyst national journal editorial director ron brownstein said perrys focus border,texas gov rick perry is deploying national guard troops to the border former heads of border patrol and the national guard say the plan will have limited impact the plan is expected to cost texas taxpayers 12 million per month
careerbuildercom 2009 given employers employees run money literally budgets cut layoffs made furloughs instituted benefits perks evaporated beginning year 38 percent employers said economy would force make administrative cuts sometime 2009 according survey careerbuildercom sixty five percent employers indicated would cut back company social events 61 percent anticipated curtailing business travel 25 percent expected scale back health care benefits 11 percent planned reduce wellness benefits areas companies planned cut spending included special office perks coffee ice machines discounted vending 34 percent incentive trips 28 percent philanthropic activities 21 percent perks benefits taken away make tough situation employees working harder keep jobs workers less argue hard keep employees motivated situation others say focus incentives rather think bigger picture perks benefits taken away management often allocate resources needed elsewhere money saved buying bagels every friday purchasing christmas gifts employees may going towards salary said tom gimbel founder ceo lasalle network staffing recruiting firm choose taking salary cut free coffee versus let go employees would likely take former urmil tracy marshall coordinator office diversity international affairs fort valley state university fort valley georgia agrees important focus taken away said due budgetary constraints furloughs implemented school rather get discouraged focused positive reminded blessed even job marshall said need remind priorities life placing greater emphasis communication key although understandable employees upset frustrated discouraged benefits perks taken away kevin sheridan founder ceo hr solutions specializes helping organizations keep employees engaged said employees less likely upset management communicates employees fact 82 percent employees surveyed hr solutions international normative database say important organization allow choose variety benefits meet individual needs survey consisted 33 million responses 2400 organizations organizations leadership team simply decided amongst benefits would best cut employees commonly become upset engagement negatively affected sheridan says open communication key driver engagement employees immediately recognize fact voice situation leadership simply asked employees benefits important situation may avoided attitude everything despite deal temporarily displaced benefits perks benefits sticking around employer things reinstated good time remember perks never reason liked job one gets morning saying im really excited go office free coffee said paul glen author management columnist people feel [cuts] made good faith effort save jobs even loyal since believe company working behalf executives additionally according hr solutions survey 37 percent employees thought resigning last six months twenty three percent said thought leaving pay 18 percent supervisor manager 15 percent career advancement 5 percent benefits thirty nine percent considered reasons,in a survey many businesses said they would have to make large cuts in employee benefits management should communicate these issues to help employees adjust said kevin sheridan darcy eikenberg recommends for employees to dig deep and and find benefits still available concentrate on actions today that will help your organization succeed said jonathan berger
stood injured holding knife outside florida home image horrifying enough nothing compared police say found inside three womans children unresponsive officers encountered friday evening including 7 year old girl reported dead soon thereafter according palm bay police department one 6 year old boy died later 5 month old boy seriously injured mother identified police jessica lacey mccarty comply officers request drop knife officers fired several less lethal bean bag rounds taken custody according police saturday palm bay police announced departments facebook page mccarty charged two counts murder connection childrens deaths 33 year old woman also facing attempted murder charge regarding infant son critical condition nearby hospital initially taken hospital suffering police called non life threatening injuries mccarty moved brevard county detention center held without bond face judge within 24 hours address charges according palm bay post around midday saturday crime like beyond words police capt josh resh said unthinkable someone could innocent children authorities first indication trouble came 911 call 6 pm friday woman claiming killed three children mccartys boyfriend father one children placed call police seconds later arriving home grim scene children die authorities waiting results autopsy scheduled sunday definitively figure still trying verify sequence events occurred palm bay police lt mario augello said still active criminal investigation regardless episode shook victims neighborhood palm bay 70 miles southeast orlando floridas atlantic coast started sirens 10 armed officers coming street telling get inside neighbor davion lewis cnn affiliate wesh neighbor becky johnson learning come even horrifying inexcusable unthinkable shocking johnson said think kids,police fired less lethal bean bag rounds at woman with knife after she did not comply an autopsy set for sunday could help determine how the children died police say 3 children are found unresponsive at a home in palm bay on floridas east coast
stampede hilltop temple western india killed 147 people wounded 55 others gathered celebrate start religious holiday tuesday police said victims stampede near indian hindu temple carried away scene 25000 devotees trying reach 15th century temple steep narrow pathway stampede occurred dawn tuesday officials said chamunda devi temple inside fort atop hill jodhpur second largest city popular tourist destination indian state rajasthan authorities know prompted rush state police chief ks bains rejected baseless reports triggered rumors bomb one thing clear cascading effect take place slope happened said watch stampede mars religious holiday india edge recent days string deadly bombings across country crowd gathered celebrate start navaratri nine nights nine nights 10 days hindus worship various forms hindu goddess rajasthan home minister gulab chand kataria said police planned event deployed enough officers crowd control massive numbers overwhelmed stampede devotees blood soaked shirts carried limp bodies victims police vehicles emergency officials frantically tried tend wounded temple stampedes uncommon india religious festivals last month 130 people killed panicked worshippers tried flee crowded mountaintop hindu temple northern india stampede occurred second day nine day religious festival naina devi temple himachal pradesh state apparently triggered false rumor landslide hill crowd january 2005 250 people trampled death pilgrimage western state maharashtra,at least 147 people killed 55 injured in india temple stampede official stampede took place on temple pathway in rajasthan state not immediately clear what had sparked the stampede incident follows another stampede that occurred in august killing 130 people
may famous even worlds biggest names go weak knees favorite football team football fanzone talks alastair campbell former spin doctor ex british prime minister tony blair manic love english premier league new boys burnley love burnley come born keighley yorkshire burnley big team region time ones fell first game 1961 burnley reigning league champions started going regularly five six keep speed things burnley office 10 still managed get lot games period saturday three pm one time downing street switchboard knew point bothering tony [blair] gordon [brown] follow football pretty closely think understood think tony maybe sometimes thought little top occasions burnley came ahead high level meetings played scunthorpe game get promoted first division stan ternant 2000 would northern ireland bertie ahern [taoiseach ireland time] big manchester united fan tickets game next day said bertie got game talks cannot drag happened left early time would landed manchester things wrapped got game well sneak early said mean burnley back premier league fantastic relegated top division 1974 think would come back win game leyton orient 1987 stay football league honestly think would lost would gone oblivion back incredible means lot everyone followed burnley bad times special win manchester united burnleys first home game season playing manchester united first game back best possible start season true bit day played well played teams better paper beaten merit wage bill smallest league mile got small stadium got smallest squad smallest town ever produced premier league football club quite uphill battle stay think playing good football favorite player time leighton james coincided period really fanatical one players got ball leaned forward bit thought something going happen quite often player would pick martin dobson head youth development club elegant player memorable moment burnley fan loads beating leeds 4 1 away revie charge right proving impossible beat leeds absolutely hammered orient game obviously emotional every burnley fan play offs wembley great got loads bad memories think bad memories make good memories even special,alastair campbell fell in love with burnley in 1961 at the age of four ex pm tony blair thought his love for burnley was sometimes over the top local rivals blackburn rovers are the club campbell loves to hate
reaction death 23 year old baseball player christopher lane swift far reaching stretching americas heartland home australia lane gunned duncan oklahoma jogging last week three teenagers charged adults killing ada oklahoma lane remembered popular athlete well liked classmates considered model student professors chris exemplified student athlete said east central university president john r hargrave statement wednesday miss chris presence impact made fellow students athletes senseless shooting sparks call us boycott people never met turned social media internet share feelings tragedy emotions range shock sadness rage disbelief range emotion palpable website created raise money christophers family fly united states take body back australia goal christopher lane fund collect 15000 total exceeds 60000 donations accompanied statements shared site citizen united states saddened embarrassed appalled unconscionable act took christophers life wrote one contributor judy harless pray family christopher hopes may find peace tragedy also pray leaders find strength morality implement gun laws prevent senseless acts lastly youth value life devoid compassion humanity another contributor richard kimpel put blame senseless tragedy society allows many young boys grow without taught respect life sorry loss please find comfort knowing good company lord people also turned twitter express feelings including los angeles dodgers player peter moylan australian moylan tweeted tonight continued dream playing pro baseball dream stolen chris lane 3 cowards lane loved game baseball planning earning degree finance starting real estate business family chris talented enough play baseball used pathway collegiate education said ecu director athletics jeff williams wednesday sam malchar christophers teammate university remembered charm first thing would notice chris strong australian accent would draw people toward especially oklahoma people never heard movies said statement lot reasons talk accent wanted talk kind guy could tell anything one people loved around witty lighthearted guy always able lighten mood lot people would move halfway around world get education build better life chris charming guy genuinely good person great character love life said chris kind guy want sons grow want daughters marry breaks heart knowing much could brought world husband father son brother friend,christopher lane gunned down in duncan oklahoma while he was out jogging last week three teenagers have been charged as adults in the killing of lane who was australian chris exemplified what a student athlete is all about says school president
2 alabama clobbered 1 louisiana state university monday night winning college footballs bowl championship series 21 0 rematch century took place new orleans time stake bragging rights follow sicom live game blog showdown bcs title came two months two giants battled tense southeastern conference matchup teams went november 5 game undefeated college football pundits dubbed game century alabama playing home tuscaloosa lost 9 6 crimson tide monday chance redemption settle debate best team college football kind competitive games especially game playing somebody league already played think makes special challenge alabama coach nick saban told reporters game opportunity players play lsu something unique,crimson tide shuts out the tigers 21 0 the two battled in november with lsu coming out on top
new year emerges depths winter many countries bells ring midnight new years eve sound writer charles lamb described nearly 200 years ago regretful sound ever heard reminding everything suffered neglected past 12 months recently though fireworks usually taken role providing fanfare coming year world times square beaches rio hamlets deep english countryside shift peals bells spectacular explosions suggestive live world turning back old traditions old skills replacing something far bigger much louder far brash much expensive reminder technology military might new book seasons investigates becoming cut rhythm natural world ways annual cycle celebrated centuries past customs rituals marked passing year linked society culture environment reflected values community ecology today however witnessing eradication seasons year produce replacement local festivities mass celebrations tiny handful uniform events turning contemporary society identikit culture standardized marketplace answer revive forgotten customs also establish new traditions properly reflect todays values ambitions fact celebration new year excellent example quickly major festivals established many old english festivals roots classical mediterranean culture ancient greece rome much english speaking world still follows customs originated northeast atlantic britain ireland 200 300 years ago adapting traditions climate culture practice kissing singing welcome new year noted england american novelist nathaniel hawthorne 1856 fact english traditions new years eve day least 1752 new year england celebrated march 25 scotland practice begin new year january 1 hogmanay scots celebrate new year customs first footing new year celebrations english speaking world consequently cosmopolitan affairs mixing scottish festivities european traditions setting tone month january deriving latin janua meaning door transitional time old new past future centuries january key time setting ones house order making plans forthcoming year eat hen january instance wish live year observe weather january 12 get taste weather next 12 months note activities undertaken january 1 set tone work rest year early version new year resolutions settle seasonal fare nutmeg cakes currant eyes known pop ladies wassail cup spiced drink shared among family friends need take christmas decorations twelfth day january 6 became common practice nineteenth century get everyone back work felt bleakest months year northern hemisphere good reason keep ones house decorated holly ivy bay leaves mistletoe stayed candlemas february 2 tradition survived parts canada easter joker pack new year also presents profound opportunity reclaim individuality humanity look forward coming year cannot reminded calendar every year different days dates shift weekend birthday year leap days leap years disrupt best laid plans easter ever amiable,the shift from bells to fireworks to bring in the new year is suggestive says nick groom the world is replacing old traditions with something far louder and brasher he says old customs should be revived new ones established to reflect current values groom says he argues january provides an opportunity to reclaim our individuality and our humanity
londons metropolitan police praised good behavior scotland fans sundays match brazil despite claims brazilian striker neymar banana thrown form racist abuse santos striker neymar 19 scored goals brazils 2 0 victory emirates stadium home english premier league side arsenal brazilian attacker later revealed subjected racist taunts scottish spectators culminated banana throwing incident however police confirmed received complaints form racism displayed match monday neymar win 2014 world cup brazil match commander chief inspector mark shearan issued official press release read scottish supporters travelled game numbers friendly good natured colourful supportive team six arrests match two definitely scottish supporters drink related figure must seen context 53000 strong crowd two goal winning performance neymar earlier claimed brazilian media subject racist abuse atmosphere racism totally sad jeering lot even kick penalty entire stadium jeering leave country play something like happens sad would rather even talk keep subject escalating neymars teammate lucas leiva plays england liverpool removed banana pitch added space racism world europe happens change everybody equal today matter respect scottish football association sfa statement official website denied claims neymar evidence instances scotland supporters confirmed booed player perceived unsporting behaviour match tens thousands scotland fans travelled london fact commended creating carnival atmosphere inside stadium across city throughout weekend scottish fa contacted brazilian football federation match organisers kentaro inform information supporters unhappiness unfounded accusations statement read,london police praise behavior of scotland fans during the match against brazil police reveal they have received no racism complaints from sundays game two goal striker neymar told media that a banana was thrown at him during game
death toll magnitude 71 earthquake central philippines rose saturday 183 authorities said massive quake struck tuesday also destroyed 8600 homes quezon city according national disaster risk reduction management council bulk casualties bohol province bohol residents struggle recover quake update issued saturday council said 583 people injured 13 missing quake centered 620 kilometers 385 miles south southeast manila near catigbian depth 20 kilometers 12 miles according us geological survey philippines disaster council gave quake slightly higher rating 72 magnitude measuring magnitude earthquakes quake hit national holiday philippines beginning muslim festival eid al adha landslides reported areas 8500 homes destroyed nearly 26000 damaged officials reported quake affected nearly 35 million people across six provinces 370000 people forced homes worst affected bohol province council said government buildings infrastructure including roads bridges also suffered damage council said,disaster officials say 13 people are still missing and 583 are injured the death toll from the earthquake in the philippines rises to 183 the quake was centered near a town in bohol province it hit on a national holiday in the philippines
rapper gucci mane made first court appearance wednesday charges aggravated assault aggravated battery connection alleged attack atlanta night club fulton county sheriffs office said mane whose real name radric davis denied bond authorities said remain fulton county jail april 10 performer turned authorities tuesday night police issued warrant arrest mane 33 accused hitting man head champagne bottle atlantas harlem nights ultra lounge club man told police incident occurred tried strike conversation rapper military wanted get picture gucci mane told cnn affiliate wsb tv atlanta speaking security guard gucci mane hit head bottle according police man left deep gash head reported incident,rapper gucci mane made his first court appearance wednesday he faced charges of aggravated assault and aggravated battery the rapper was denied bond authorities said he will remain in fulton county jail until april 10
seven police officers killed nine injured tuesday series attacks security checkpoints western iraqi province anbar police said attacks happened town al rutba predominantly sunni muslim community years al qaeda stronghold 2003 us led invasion country tuesdays first attack suicide car bombing police checkpoint northern al rutba killed four police officers injured three others said police officials ramadi provincial capital gunmen later attacked several security checkpoints town killing three police officers wounding six police said information attackers casualties beyond suicide bomber available al rutba 435 kilometers 270 miles west countrys capital baghdad also tuesday car bomb exploded near busy market central iraqi town musayyib babil province killing one person injured 11 police baghdad said musayyib largely shiite town 70 kilometers 43 miles south baghdad iraq seen sharp increase tension shiite sunni populations since april security forces raided site used sunni protesters demonstrate shiite led government sunnis represent minority iraqis felt politically marginalized since overthrow saddam hussein 2003 shiites make majority iraqis far 2013 6000 people killed iraq 350 deaths came month almost 1000 happened september,suicide car bombing kills four police officers in al rutba gunmen later kill three other police officers at security checkpoints in the town also tuesday car bomb kills one person injures 11 others in central iraqi town of musayyib
